code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
2003.0,SMOKE CATERING SCRL,,MARCHE-AUX-TOILES,12,7800.0,ATH,BEL,,,,0471/09.38.90,BE0783.445.739,NEE,NEE,boekhouding,,,matth.borgies@smoke-athitude.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2005.0,LE SOLSTICE,V ET V DIFFUSION,RUE SAINT-VINCENT,78 BOX a,7062.0,NAAST,BEL,,,,0487/55.26.26,BE0860.040.897,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,b.watrin@skynet.be,,,09 HORECA,,Klanten HTT,0.0,2022-09-20,MONS,,,1.0,HTT
2006.0,L'ATELIER TOKE SPRL,,RUE DE BRUXELLES,2,1400.0,NIVELLES,BEL,,,,0477/34.81.94,BE0533.872.063,NEE,NEE,boekhouding,,,compta@ateliertoke.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-07,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2007.0,CHEZ ROMANO SPRL,,RUE NEUVE,18,7300.0,BOUSSU,BEL,065/60.06.02,,,0477/23.49.68,BE0867.796.444,NEE,NEE,boekhouding,,,chezromanorestaurant@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2009.0,JIN LI,TRANI RISTAURANTE,RUE DU MOULIGNEAU,39,7011.0,GHLIN,BEL,,,,0484/68.32.56,BE0898.141.014,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,Boekhouding,,,compta.megagrill@gmail.com,,,09 HORECA,2023-03-17,Klanten HTT,0.0,2022-09-20,MONS,,,1.0,HTT
2010.0,GET SPRL,LA PIAZZETA,GRAND PLACE,32,7370.0,DOUR,BEL,065/78.56.67,,,0475/86.34.06,BE0882.098.697,NEE,JA,boekhouding,,,restopiazzetta@outlook.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-02-16,Klanten HTT,0.0,2022-09-20,MONS,,,1.0,HTT
2011.0,ARTS2 SPRL,,RUE DE NIMY,7,7000.0,MONS,BEL,,,,0476/45.08.43,BE0259.393.044,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,service.finance@artsaucarre.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2012.0,LE PASSE-TEMPS,,RUE DE TOURNAI,10,7900.0,LEUZE-EN-HAINAUT,BEL,,,,0488/53.21.05,BE0888.255.031,NEE,JA,boekhouding,,,allart.brieuc@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,0.0,2022-09-20,MONS,,,1.0,HTT
2013.0,AGML SPRL,,RUE DE LA ROQUETTE,36,6532.0,RAGNIES,BEL,071/40.49.59,,,,BE0737.447.349,NEE,JA,boekhouding,,,gilles@lagrangedeslegendes.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-21,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2014.0,LES GOURMANDS SPRL,,RUE DE SARS,15,7040.0,BLAREGNIES,BEL,,,,0476/28.85.12,BE0436.408.938,NEE,NEE,boekhouding,,,info@les-gourmands.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2022-09-20,MONS,,,1.0,HTT
2015.0,DI PIAZZA GIUSEPPE,,PLACE DU PARC,31,7000.0,MONS,BEL,0498/46.80.70,,,472974589,BE0783.100.497,NEE,NEE,boekhouding,,,lafontaine.mons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-20,MONS,,,1.0,HTT
2016.0,MERLOT ALEXANDRE,,RUE DE JAUNAY-CLAN,23,7600.0,PERUWELZ,BEL,069/22.07.77,,,,BE0865.942.457,NEE,NEE,boekhouding,,,traiteur.alex@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,2500.0,2022-09-21,MONS,,,1.0,HTT
2018.0,A-MANI,,CHAUSSEE DE BRUXELLES,29,7061.0,CASTEAU,BEL,,,,0468/52.18.66,BE0433.421.932,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-04-03,Klanten HTT,1000.0,2022-09-21,MONS,,,1.0,HTT
2019.0,MAJORELLE PATRICK,LES JOURS HEUREUX,CHAUSSEE DE MONS,343,7060.0,SOIGNIES,BEL,,,,0479/23.53.73,BE0644.733.858,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,aulnees@gmail.com,,,09 HORECA,2025-12-12,Klanten HTT,1000.0,2022-09-21,MONS,,,1.0,HTT
2020.0,AUDREL SPRL,LA PART DES ANGES,PLACE DE RAGNIES,6,6532.0,RAGNIES,BEL,071/33.00.03,,,0474/80.46.48,BE0821.067.782,NEE,JA,boekhouding,,,lapartdesanges@hotmail.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-10-05,Klanten HTT,0.0,2022-09-21,MONS,,,1.0,HTT
2022.0,SCARLATA BRIGITTE,,RUE DU PETIT MARAIS,16,7011.0,GHLIN,BEL,,,,0479/95.96.96,BE0783.121.877,NEE,NEE,boekhouding,,,brigitte.001@live.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,5000.0,2022-09-21,MONS,,,1.0,HTT
2023.0,TUILE AU LOUP,CENSE DE L'ALOUETTE,RUE DE TOURNAI,188,7333.0,TERTRE,BEL,,,,0486/70.86.95,BE0825.475.443,NEE,NEE,boekhouding,,,info@censedelalouette.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2022-09-21,MONS,,,1.0,HTT
2024.0,LE CASTELIN SPRL,,PLACE DE L'HOTEL DE VILLE,13,6200.0,CHATELET,BEL,071/39.06.04,,,,BE0881.920.535,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-21,MONS,,,1.0,HTT
2025.0,FAIGNART MICHEL,,RUE DES PLACES,16,7191.0,ECAUSSINNES-LALAING,BEL,,,,,BE0669.229.526,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-04-06,Klanten HTT,0.0,2022-09-21,MONS,,,1.0,HTT
2027.0,DEROUBAIX LOIC,,RUE DES FRIPIERS,16,7000.0,MONS,BEL,,,,,BE0727.541.471,NEE,JA,boekhouding,,,el.camerluche@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-04-12,Klanten HTT,0.0,2022-09-21,MONS,,,1.0,HTT
2029.0,HENET ANN,,RUE DE SIERPONT,16,5340.0,GESVES,BEL,,,,0477/69.38.63,BE0689.879.341,NEE,NEE,boekhouding,,,latabledemalou@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-05-13,Klanten HTT,2500.0,2022-09-21,MONS,,,1.0,HTT
2030.0,LE CODE BAR SPRL,,RUE DE CINEY,102,5350.0,OHEY,BEL,085/51.27.16,,,0485/46.96.55,BE0823.048.265,NEE,NEE,boekhouding,,,serge.urrutia@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-21,MONS,,,1.0,HTT
2031.0,KONTANTE VERKOPEN - HTT PERSONEEL ,,,,,,BEL,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2023-11-18,Extra controle,0.0,2022-09-22,MONS,,,1.0,HTT
2033.0,LE WARECHE-JURBISE TRAVEL,LE WARECHE JURBISE TRAVEL SPRL,CHEMIN DE SAINT-GHISLAIN,1,7050.0,JURBISE,BEL,068/65.84.45,,,0488/98.53.98,BE0874.507.557,NEE,NEE,boekhouding,,,ludovic.dekyvere@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-22,MONS,,,1.0,HTT
2034.0,J.I.L.A. SPRL,LA FLAMBE,RUE DU RAT D'EAU,45 BOX A,7387.0,HONNELLES,BEL,,,,0478/72.02.24,BE0899.367.865,NEE,JA,boekhouding,,,la_flambee@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,0.0,2022-09-22,MONS,,,1.0,HTT
2035.0,TOCCO D'ITALIA SPRL,,RUE DE NIMY,114,7000.0,MONS,BEL,065/34.07.40,,,,BE0808.990.094,NEE,JA,boekhouding,,,toccoditalia@hotmail.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-22,MONS,,,1.0,HTT
2036.0,VIOT DAVID,LA TABLE DE VIOT,RUE ANTOINE GOSSELIN,20,7973.0,ST-AMBRUGES,BEL,,,,0473/47.26.44,BE0656.333.177,NEE,NEE,boekhouding,,,lestablesdesviot@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-22,MONS,,,1.0,HTT
2037.0,LANDERWYN THIERRY,THIERRY PRIMEUR,CHAUSSEE DU ROI BOUDOUIN,192,7030.0,SAINT-SYMPHORIEN,BEL,065/77.86.75,,,,BE0716.645.896,NEE,NEE,boekhouding,,,bienvenu@thierryenprimeur.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2000.0,2022-09-22,MONS,,,1.0,HTT
2038.0,REGIE MESS ET HEBERGEMENT D'HAVRE,,RUE SAINT-ANTOINE,1,7021.0,HAVRE,BEL,,,,,BE0207.656.610,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,09 HORECA,2026-01-08,Klanten HTT,1500.0,2022-09-22,MONS,,,1.0,HTT
2039.0,VIVADECO SPRL,LA GUINGUETTE,AVENUE D'HYON,69,7000.0,MONS,BEL,,,,,BE0879.624.407,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,0.0,2022-09-22,MONS,,,1.0,HTT
2040.0,WB FOOD EVENT SPRL,,RUE HAMOIR,2,7100.0,LA LOUVIERE,BEL,,,,0477/21.67.12,BE0765.647.328,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-22,MONS,,,1.0,HTT
2041.0,COLMAN PIERRE,,RUE DE L'EGLISE,15 BOX B,7034.0,OBOURG,BEL,065/97.57.96,,,0497/20.06.28,BE0870.752.568,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-23,MONS,,,1.0,HTT
2043.0,LA COUR DES DAMES SPRL,,RUE DE SAINT-DENIS,202,7034.0,SAINT-DENIS,BEL,,,,0496/81.89.91,BE0750.990.727,NEE,NEE,boekhouding,,,info@courdesdames.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-06,Klanten HTT,3000.0,2022-09-23,MONS,,,1.0,HTT
2044.0,BATRIMI SPRL,LE GRILLARDIN,RUE DE L'INDUSTRIE,180,7080.0,FRAMERIES,BEL,065/94.97.84,,,0484/73.18.24,BE0720.847.184,NEE,JA,boekhouding,,,niti.legrillardin@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2022-09-23,MONS,,,1.0,HTT
2046.0,MOUSTIER CELINE,ORIGINES,RUE DE LA COUPE,25,7000.0,MONS,BEL,065/59.57.62,,,0471/51.81.79,BE0735.448.555,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@originesbyceline.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-26,MONS,,,1.0,HTT
2047.0,WARNON ERIC,,RUE DE BRAIBANT,3,5360.0,HAMOIS,BEL,083/21.36.24,,,0475/69.29.54,BE0688.392.766,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,e-warnon@skynet.be,,,09 HORECA,2026-01-06,Klanten HTT,1000.0,2022-09-27,MONS,,,1.0,HTT
2048.0,F&G BRASSERIES SRL,,RUE LA COUVINOISE,11,5660.0,COUVIN,BEL,,,,0478/88.63.28,BE0766.313.757,NEE,NEE,boekhouding,,,leloftcouvin13@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-11-07,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2050.0,CHAVEPEYER ROBIN,,QUAI NORD,56,7000.0,CUESMES,BEL,,,,0482/23.38.90,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,robin.chavepeyer@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2051.0,LORCHIDEE.BE SPRL,,RUE DES RASPES,25,6043.0,RANSART,BEL,,,,0497/50.90.10,,NEE,JA,boekhouding,,,orchidee@proximedia.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-14,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2053.0,VAN DER EECKEN BLANCHE,AUX DEUX RONGEURS,PLACE DE THIEUSIES,12,7061.0,THIEUSIES,BEL,065/73.03.75,,,0494/32.44.68,BE0669.351.468,NEE,JA,boekhouding,,,deuxecureuilbrun@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2054.0,CHEZ TATANNE,,RUE DES COMMUNES,20,6181.0,GOUY-LEZ-PIETON,BEL,0474/01.34.34,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,cheztatanne@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2055.0,MIKOZ,QUARE'TEMPS,GRAND-PLACE,25,7390.0,QUAREGNON,BEL,,,,0497/17.14.48,BE0770.332.428,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-05-28,Klanten HTT,500.0,2022-09-28,MONS,,,1.0,HTT
2056.0,GIUSEPPE BRUNO,LE CHEBEC SPRL,RUE DE LA LIBERATION,23,7160.0,CHAPELLE-LEZ-HERLAIMONT,BEL,0499/08.79.96,,,0494/35.46.43,BE0808.331.682,NEE,NEE,boekhouding,,,lechebec@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-28,MONS,,,1.0,HTT
2057.0,ULTEAM SPRL,,ROUTE DE MONS,637,7130.0,BINCHE,BEL,,,,0471/72.23.83,BE0736.575.141,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@ulteam.com,,,09 HORECA,,Klanten HTT,500.0,2022-09-28,MONS,,,1.0,HTT
2058.0,MARTIA SPRL,,PLACE DES COMBATTANTS,7,7330.0,SAINT-GHISLAIN,BEL,,,,0478/08.80.68,BE0634.608.939,NEE,NEE,boekhouding,,,marloicloud@me.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-09-29,MONS,,,1.0,HTT
2059.0,TEAMBAKER01,,RUE DE LA REMISE,5,6061.0,MONTIGNIES-SUR-SAMBRE,BEL,,,,0473/32.32.52,BE0773.497.103,NEE,JA,boekhouding,,,auxdixvinsquievrain@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-09-29,MONS,,,1.0,HTT
2060.0,TRICOBERT SARL,DELIVERY PIZZA,ROUTE DE MONS,117,59600.0,MAUBEUGE,FRA,,,,0474/27.00.04,FR26531206860,NEE,JA,boekhouding,,,cristobal_01@live.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2022-09-29,MONS,,,1.0,HTT
2061.0,PRADO Y RASERO PEDRO,,RUE DU CORON,51,7331.0,BAUDOUR,BEL,,,,0491/98.44.23,BE0899.573.446,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-04-17,Klanten HTT,1000.0,2022-09-29,MONS,,,1.0,HTT
2063.0,LA CASTELLANA,,RUE DE LA COUPE,31,7000.0,MONS,BEL,,,,065/36.42.00,BE0881.298.844,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,massimodiprima66@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-09-29,MONS,,,1.0,HTT
2064.0,JACQUES PIERRE SPRL,TAVERNE LE BOIS DU RENARD,CHAUSSEE DE BRUXELLES,346,7800.0,ATH,BEL,068/33.15.03,,,0485/278507,BE0717.438.229,NEE,NEE,boekhouding,,,leboisdurenard7800@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-09-29,MONS,,,1.0,HTT
2065.0,DISIWIGAU SPRL,,RUE DU MOULIN-A-VENT,10,1460.0,ITTRE,BEL,,,,0474/28.11.95,BE0653.722.590,NEE,JA,boekhouding,,,disiwigausprl@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-03-17,Klanten HTT,500.0,2022-09-29,MONS,,,1.0,HTT
2066.0,DELICES A TOI SPRL,,GRAND PLACE,8,7800.0,ATH,BEL,,,,0472/43.13.99,BE0432.775.594,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,valerie.aert@hotmail.fr,,,09 HORECA,,Klanten HTT,1000.0,2022-09-29,MONS,,,1.0,HTT
2067.0,PROVINCE DU HAINAUT,IPES ATH,PLACE ERNEST CAMBIER,16,7800.0,ATH,BEL,068/26.41.32,,,,BE0207.656.610,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,09 HORECA,2026-01-05,Klanten HTT,1000.0,2022-09-30,MONS,,,1.0,HTT
2069.0,ALF RESTO SPRL,,ROUTE D'ATH,119,7020.0,NIMY,BEL,,,,0471/65.36.06,BE0480.530.773,NEE,NEE,boekhouding,,,reception.montecristo@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,2000.0,2022-10-03,MONS,,,1.0,HTT
2070.0,LENS BERNHARD,,RUE SAINT-JACQUES,306,5500.0,DINANT,BEL,,,,0475/41.31.61,BE0692.682.245,NEE,NEE,boekhouding,,,lensbernhard@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-07,Klanten HTT,2500.0,2022-10-03,MONS,,,1.0,HTT
2071.0,LA PETITE FUGUE,,RUE DE LA PREMIERE ARMEE,5,5100.0,JAMBES,BEL,,,,0475/71.21.05,BE0456.476.357,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,lapetitefugue@yahoo.fr,,,09 HORECA,,Klanten HTT,1000.0,2022-10-04,MONS,,,1.0,HTT
2073.0,PROVINCE DU HAINAUT,ROFP-MESS DELTA,AVENUE DU GENERAL DE GAULLE,102 B,7000.0,MONS,BEL,065/38.22.28,,,0474/92.07.20,BE0207.656.610,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,09 HORECA,,Klanten HTT,1500.0,2022-10-04,MONS,,,1.0,HTT
2074.0,SASPJ GTA SPRL,L'ABREUVOIR,"RUE D'OTREPPE, BIERW",45,5380.0,BIERWART,BEL,,,,0479/94.86.97,BE0545.942.724,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,lempereurandgie@hotmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-10-04,MONS,,,1.0,HTT
2076.0,LE MINARET SCRL,,CHASSE DE SAINT-GHISLAIN,4,7300.0,BOUSSU,BEL,,,,0477/27.21.16,BE0436.902.747,NEE,NEE,boekhouding,,,Minaret.factures@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-05,MONS,,,1.0,HTT
2077.0,PROVINCE DU HAINAUT,REGIE PROVINCIALE ATH-LEUZE,RUE VERTE,13,7000.0,MONS,BEL,,,,,BE0207.656.610,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,09 HORECA,2026-01-06,Klanten HTT,1500.0,2022-10-05,MONS,,,1.0,HTT
2078.0,AMICALEMENT VOTRE,,PLACE PIERRE DELANNOY,40,7850.0,ENGHIEN,BEL,,,,0475/87.60.28,BE0825.438.326,NEE,JA,boekhouding,,,amivotre@voo.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-05,MONS,,,1.0,HTT
2079.0,D.A.P. SPRL,LE CERF BLANC,CHAUSSEE DU ROEULX,551,7000.0,MONS,BEL,065/33.43.45,,,,BE0473.469.668,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-05,MONS,,,1.0,HTT
2082.0,LE FUNAMBULE SPRL,,RUE EMILE LENOIR,52,7332.0,SIRAULT,BEL,065/66.70.07,,,,BE0656.853.514,NEE,JA,boekhouding,,,lefunambule@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-09-02,Klanten HTT,1000.0,2022-10-06,MONS,,,1.0,HTT
2084.0,PESTIAUX ANDRE,,CHEMIN DU LAPIN,37,7900.0,LEUZE-EN-HAINAUT,BEL,,,,0496/90.05.03,BE0680.954.450,NEE,JA,boekhouding,,,act.traiteur@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-07,MONS,,,1.0,HTT
2085.0,MEYERS PHILIPPE SPRL,,RUE DOYEN VAN BELLE,6,1420.0,BRAINE-L'ALLEUD,BEL,,,,0475/58.88.69,BE0863.421.942,NEE,NEE,boekhouding,,,philippe.meyers@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-10,MONS,,,1.0,HTT
2086.0,KJS MICHEL SPRL,LE SUS SCROFA,RUE DES JUIFS,2,5680.0,DOISCHE,BEL,,,,0475/33.19.04,BE0784.296.270,NEE,NEE,boekhouding,,,info@lesusscrofa.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2022-10-11,MONS,,,1.0,HTT
2088.0,ASSOCIATION CHRETIENNE DES INSTITUTION,,AVENUE DE LA PAIRELLE,33,5000.0,NAMUR,BEL,,,,,BE0415.047.954,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-11,MONS,,,1.0,HTT
